title,genre,rating,year,director,poster
Film_916,Romance,6.3,2016,Director_47,https://via.placeholder.com/300x450.png?text=Film_916
Film_917,Action,9.3,1999,Director_15,https://via.placeholder.com/300x450.png?text=Film_917
Film_918,Romance,8.7,2003,Director_1,https://via.placeholder.com/300x450.png?text=Film_918
Film_919,Comedy,9.1,2005,Director_98,https://via.placeholder.com/300x450.png?text=Film_919
Film_920,Comedy,5.5,1997,Director_8,https://via.placeholder.com/300x450.png?text=Film_920
Film_921,Romance,6.8,2005,Director_4,https://via.placeholder.com/300x450.png?text=Film_921
Film_922,Sci-Fi,8.4,2011,Director_79,https://via.placeholder.com/300x450.png?text=Film_922
Film_923,Action,6.8,1993,Director_92,https://via.placeholder.com/300x450.png?text=Film_923
Film_924,Thriller,7.3,2005,Director_46,https://via.placeholder.com/300x450.png?text=Film_924
Film_925,Thriller,9.2,2020,Director_86,https://via.placeholder.com/300x450.png?text=Film_925
Film_926,Action,9.3,1999,Director_90,https://via.placeholder.com/300x450.png?text=Film_926
Film_927,Drama,5.4,1993,Director_34,https://via.placeholder.com/300x450.png?text=Film_927
Film_928,Action,6.4,2015,Director_10,https://via.placeholder.com/300x450.png?text=Film_928
Film_929,Comedy,7.5,2001,Director_88,https://via.placeholder.com/300x450.png?text=Film_929
Film_930,Thriller,8.5,2021,Director_15,https://via.placeholder.com/300x450.png?text=Film_930
Film_931,Action,5.2,2000,Director_61,https://via.placeholder.com/300x450.png?text=Film_931
Film_932,Action,5.4,1999,Director_39,https://via.placeholder.com/300x450.png?text=Film_932
Film_933,Comedy,9.4,2015,Director_12,https://via.placeholder.com/300x450.png?text=Film_933
Film_934,Romance,8.7,2002,Director_86,https://via.placeholder.com/300x450.png?text=Film_934
Film_935,Drama,7.3,2009,Director_25,https://via.placeholder.com/300x450.png?text=Film_935
Film_936,Drama,6.4,1993,Director_43,https://via.placeholder.com/300x450.png?text=Film_936
Film_937,Drama,8.9,1991,Director_23,https://via.placeholder.com/300x450.png?text=Film_937
Film_938,Comedy,8.0,2002,Director_94,https://via.placeholder.com/300x450.png?text=Film_938
Film_939,Comedy,6.9,2015,Director_33,https://via.placeholder.com/300x450.png?text=Film_939
Film_940,Action,7.1,2015,Director_57,https://via.placeholder.com/300x450.png?text=Film_940
Film_941,Drama,6.7,1996,Director_34,https://via.placeholder.com/300x450.png?text=Film_941
Film_942,Thriller,6.5,2023,Director_50,https://via.placeholder.com/300x450.png?text=Film_942
Film_943,Drama,7.0,2011,Director_42,https://via.placeholder.com/300x450.png?text=Film_943
Film_944,Drama,7.1,1993,Director_75,https://via.placeholder.com/300x450.png?text=Film_944
Film_945,Comedy,8.9,2024,Director_28,https://via.placeholder.com/300x450.png?text=Film_945
Film_946,Comedy,8.2,2003,Director_71,https://via.placeholder.com/300x450.png?text=Film_946
Film_947,Comedy,8.7,2023,Director_66,https://via.placeholder.com/300x450.png?text=Film_947
Film_948,Action,9.4,1993,Director_8,https://via.placeholder.com/300x450.png?text=Film_948
Film_949,Thriller,8.2,2009,Director_17,https://via.placeholder.com/300x450.png?text=Film_949
Film_950,Horror,7.2,2015,Director_20,https://via.placeholder.com/300x450.png?text=Film_950
Film_951,Horror,6.6,2016,Director_43,https://via.placeholder.com/300x450.png?text=Film_951
Film_952,Sci-Fi,5.4,2008,Director_17,https://via.placeholder.com/300x450.png?text=Film_952
Film_953,Sci-Fi,7.1,2008,Director_3,https://via.placeholder.com/300x450.png?text=Film_953
Film_954,Romance,6.9,2012,Director_74,https://via.placeholder.com/300x450.png?text=Film_954
Film_955,Comedy,6.4,2014,Director_64,https://via.placeholder.com/300x450.png?text=Film_955
Film_956,Comedy,5.5,2007,Director_45,https://via.placeholder.com/300x450.png?text=Film_956
Film_957,Action,6.4,2016,Director_90,https://via.placeholder.com/300x450.png?text=Film_957
Film_958,Comedy,5.6,2023,Director_82,https://via.placeholder.com/300x450.png?text=Film_958
Film_959,Drama,5.9,2002,Director_28,https://via.placeholder.com/300x450.png?text=Film_959
Film_960,Action,8.0,2001,Director_72,https://via.placeholder.com/300x450.png?text=Film_960
Film_961,Drama,7.3,1998,Director_81,https://via.placeholder.com/300x450.png?text=Film_961
Film_962,Romance,8.5,2019,Director_71,https://via.placeholder.com/300x450.png?text=Film_962
Film_963,Thriller,7.8,2018,Director_58,https://via.placeholder.com/300x450.png?text=Film_963
Film_964,Thriller,6.8,1993,Director_76,https://via.placeholder.com/300x450.png?text=Film_964
Film_965,Drama,8.3,2022,Director_49,https://via.placeholder.com/300x450.png?text=Film_965
Film_966,Romance,7.2,2006,Director_98,https://via.placeholder.com/300x450.png?text=Film_966
Film_967,Comedy,8.4,2001,Director_98,https://via.placeholder.com/300x450.png?text=Film_967
Film_968,Horror,9.3,1999,Director_100,https://via.placeholder.com/300x450.png?text=Film_968
Film_969,Action,7.9,2013,Director_48,https://via.placeholder.com/300x450.png?text=Film_969
Film_970,Romance,6.9,2023,Director_26,https://via.placeholder.com/300x450.png?text=Film_970
Film_971,Action,7.6,2022,Director_4,https://via.placeholder.com/300x450.png?text=Film_971
Film_972,Action,9.5,2001,Director_91,https://via.placeholder.com/300x450.png?text=Film_972
Film_973,Comedy,7.9,2008,Director_66,https://via.placeholder.com/300x450.png?text=Film_973
Film_974,Comedy,7.8,2022,Director_48,https://via.placeholder.com/300x450.png?text=Film_974
Film_975,Drama,9.4,2011,Director_88,https://via.placeholder.com/300x450.png?text=Film_975
Film_976,Drama,7.3,1991,Director_17,https://via.placeholder.com/300x450.png?text=Film_976
Film_977,Sci-Fi,8.9,1997,Director_66,https://via.placeholder.com/300x450.png?text=Film_977
Film_978,Drama,7.0,2010,Director_41,https://via.placeholder.com/300x450.png?text=Film_978
Film_979,Romance,5.0,2013,Director_38,https://via.placeholder.com/300x450.png?text=Film_979
Film_980,Sci-Fi,9.0,2015,Director_44,https://via.placeholder.com/300x450.png?text=Film_980
Film_981,Drama,7.4,2007,Director_37,https://via.placeholder.com/300x450.png?text=Film_981
Film_982,Action,9.4,2001,Director_26,https://via.placeholder.com/300x450.png?text=Film_982
Film_983,Horror,7.8,2012,Director_86,https://via.placeholder.com/300x450.png?text=Film_983
Film_984,Horror,9.2,2002,Director_91,https://via.placeholder.com/300x450.png?text=Film_984
Film_985,Sci-Fi,5.1,2007,Director_66,https://via.placeholder.com/300x450.png?text=Film_985
Film_986,Action,7.8,2014,Director_30,https://via.placeholder.com/300x450.png?text=Film_986
Film_987,Drama,5.4,2011,Director_76,https://via.placeholder.com/300x450.png?text=Film_987
Film_988,Action,6.7,1994,Director_5,https://via.placeholder.com/300x450.png?text=Film_988
Film_989,Drama,8.5,1997,Director_60,https://via.placeholder.com/300x450.png?text=Film_989
Film_990,Romance,8.1,2003,Director_68,https://via.placeholder.com/300x450.png?text=Film_990
Film_991,Horror,5.7,2008,Director_31,https://via.placeholder.com/300x450.png?text=Film_991
Film_992,Comedy,7.8,1996,Director_28,https://via.placeholder.com/300x450.png?text=Film_992
Film_993,Drama,8.9,2016,Director_71,https://via.placeholder.com/300x450.png?text=Film_993
Film_994,Thriller,6.7,2000,Director_51,https://via.placeholder.com/300x450.png?text=Film_994
Film_995,Sci-Fi,6.7,2006,Director_90,https://via.placeholder.com/300x450.png?text=Film_995
Film_996,Thriller,6.3,1996,Director_59,https://via.placeholder.com/300x450.png?text=Film_996
Film_997,Drama,7.6,1993,Director_68,https://via.placeholder.com/300x450.png?text=Film_997
Film_998,Thriller,8.6,2004,Director_23,https://via.placeholder.com/300x450.png?text=Film_998
Film_999,Action,5.6,2005,Director_92,https://via.placeholder.com/300x450.png?text=Film_999
Film_1000,Thriller,5.8,2017,Director_77,https://via.placeholder.com/300x450.png?text=Film_1000
Film_1001,Action,7.6,2006,Director_68,https://via.placeholder.com/300x450.png?text=Film_1001
Film_1002,Action,9.3,2014,Director_6,https://via.placeholder.com/300x450.png?text=Film_1002
Film_1003,Horror,5.8,2002,Director_87,https://via.placeholder.com/300x450.png?text=Film_1003
Film_1004,Sci-Fi,5.6,2015,Director_76,https://via.placeholder.com/300x450.png?text=Film_1004
Film_1005,Action,6.4,1990,Director_27,https://via.placeholder.com/300x450.png?text=Film_1005
Film_1006,Comedy,5.7,2004,Director_52,https://via.placeholder.com/300x450.png?text=Film_1006
Film_1007,Thriller,8.1,2004,Director_43,https://via.placeholder.com/300x450.png?text=Film_1007
Film_1008,Romance,8.1,2017,Director_39,https://via.placeholder.com/300x450.png?text=Film_1008
Film_1009,Sci-Fi,7.5,2017,Director_42,https://via.placeholder.com/300x450.png?text=Film_1009
Film_1010,Thriller,7.0,2022,Director_62,https://via.placeholder.com/300x450.png?text=Film_1010
Film_1011,Comedy,8.6,2020,Director_86,https://via.placeholder.com/300x450.png?text=Film_1011
Film_1012,Romance,8.4,2016,Director_17,https://via.placeholder.com/300x450.png?text=Film_1012
Film_1013,Romance,5.9,2013,Director_28,https://via.placeholder.com/300x450.png?text=Film_1013
Film_1014,Thriller,8.3,2024,Director_39,https://via.placeholder.com/300x450.png?text=Film_1014
Film_1015,Horror,6.9,2023,Director_85,https://via.placeholder.com/300x450.png?text=Film_1015
Film_1016,Drama,7.0,1995,Director_50,https://via.placeholder.com/300x450.png?text=Film_1016
Film_1017,Romance,8.1,2021,Director_78,https://via.placeholder.com/300x450.png?text=Film_1017
Film_1018,Action,7.2,2015,Director_11,https://via.placeholder.com/300x450.png?text=Film_1018
Film_1019,Drama,7.3,1993,Director_19,https://via.placeholder.com/300x450.png?text=Film_1019
Film_1020,Horror,6.7,1990,Director_43,https://via.placeholder.com/300x450.png?text=Film_1020
Film_1021,Thriller,8.5,1999,Director_90,https://via.placeholder.com/300x450.png?text=Film_1021
Film_1022,Sci-Fi,5.2,1999,Director_69,https://via.placeholder.com/300x450.png?text=Film_1022
Film_1023,Comedy,8.0,2017,Director_73,https://via.placeholder.com/300x450.png?text=Film_1023
Film_1024,Action,6.3,2020,Director_45,https://via.placeholder.com/300x450.png?text=Film_1024
Film_1025,Horror,7.4,1999,Director_26,https://via.placeholder.com/300x450.png?text=Film_1025
Film_1026,Action,5.6,1998,Director_31,https://via.placeholder.com/300x450.png?text=Film_1026
Film_1027,Thriller,7.0,1994,Director_44,https://via.placeholder.com/300x450.png?text=Film_1027
Film_1028,Horror,6.4,1992,Director_13,https://via.placeholder.com/300x450.png?text=Film_1028
Film_1029,Thriller,5.6,2005,Director_94,https://via.placeholder.com/300x450.png?text=Film_1029
Film_1030,Horror,8.9,1997,Director_57,https://via.placeholder.com/300x450.png?text=Film_1030
Film_1031,Romance,8.7,2024,Director_29,https://via.placeholder.com/300x450.png?text=Film_1031
Film_1032,Action,9.2,1992,Director_52,https://via.placeholder.com/300x450.png?text=Film_1032
Film_1033,Sci-Fi,9.4,1996,Director_44,https://via.placeholder.com/300x450.png?text=Film_1033
Film_1034,Romance,5.7,2007,Director_31,https://via.placeholder.com/300x450.png?text=Film_1034
Film_1035,Horror,9.0,2022,Director_69,https://via.placeholder.com/300x450.png?text=Film_1035
Film_1036,Sci-Fi,7.8,2016,Director_91,https://via.placeholder.com/300x450.png?text=Film_1036
Film_1037,Horror,6.2,1999,Director_53,https://via.placeholder.com/300x450.png?text=Film_1037
Film_1038,Action,8.4,2004,Director_42,https://via.placeholder.com/300x450.png?text=Film_1038
Film_1039,Horror,7.1,2009,Director_91,https://via.placeholder.com/300x450.png?text=Film_1039
Film_1040,Romance,8.5,1992,Director_16,https://via.placeholder.com/300x450.png?text=Film_1040
Film_1041,Romance,7.3,2002,Director_94,https://via.placeholder.com/300x450.png?text=Film_1041
Film_1042,Comedy,5.8,2010,Director_40,https://via.placeholder.com/300x450.png?text=Film_1042
Film_1043,Comedy,8.3,2000,Director_75,https://via.placeholder.com/300x450.png?text=Film_1043
Film_1044,Romance,5.7,1991,Director_95,https://via.placeholder.com/300x450.png?text=Film_1044
Film_1045,Sci-Fi,7.8,1999,Director_42,https://via.placeholder.com/300x450.png?text=Film_1045
Film_1046,Sci-Fi,5.5,1998,Director_34,https://via.placeholder.com/300x450.png?text=Film_1046
Film_1047,Thriller,8.1,1997,Director_29,https://via.placeholder.com/300x450.png?text=Film_1047
Film_1048,Romance,8.4,2013,Director_6,https://via.placeholder.com/300x450.png?text=Film_1048
Film_1049,Action,6.8,2008,Director_72,https://via.placeholder.com/300x450.png?text=Film_1049
Film_1050,Thriller,6.4,2008,Director_48,https://via.placeholder.com/300x450.png?text=Film_1050
Film_1051,Thriller,8.4,2003,Director_100,https://via.placeholder.com/300x450.png?text=Film_1051
Film_1052,Drama,5.3,2012,Director_45,https://via.placeholder.com/300x450.png?text=Film_1052
Film_1053,Sci-Fi,7.3,2006,Director_66,https://via.placeholder.com/300x450.png?text=Film_1053
Film_1054,Sci-Fi,7.6,2017,Director_88,https://via.placeholder.com/300x450.png?text=Film_1054
Film_1055,Action,5.8,2019,Director_18,https://via.placeholder.com/300x450.png?text=Film_1055
Film_1056,Romance,8.2,2010,Director_99,https://via.placeholder.com/300x450.png?text=Film_1056
Film_1057,Drama,6.9,2007,Director_28,https://via.placeholder.com/300x450.png?text=Film_1057
Film_1058,Drama,8.6,2003,Director_77,https://via.placeholder.com/300x450.png?text=Film_1058
Film_1059,Thriller,8.5,2023,Director_4,https://via.placeholder.com/300x450.png?text=Film_1059
Film_1060,Drama,8.6,1997,Director_49,https://via.placeholder.com/300x450.png?text=Film_1060
Film_1061,Comedy,5.2,1999,Director_8,https://via.placeholder.com/300x450.png?text=Film_1061
Film_1062,Comedy,5.2,1992,Director_95,https://via.placeholder.com/300x450.png?text=Film_1062
Film_1063,Comedy,9.3,2013,Director_46,https://via.placeholder.com/300x450.png?text=Film_1063
Film_1064,Action,6.6,1991,Director_86,https://via.placeholder.com/300x450.png?text=Film_1064
Film_1065,Thriller,8.0,1990,Director_98,https://via.placeholder.com/300x450.png?text=Film_1065
Film_1066,Drama,8.3,2007,Director_86,https://via.placeholder.com/300x450.png?text=Film_1066
Film_1067,Horror,8.5,2019,Director_40,https://via.placeholder.com/300x450.png?text=Film_1067
Film_1068,Thriller,6.6,1997,Director_45,https://via.placeholder.com/300x450.png?text=Film_1068
Film_1069,Horror,5.7,2005,Director_29,https://via.placeholder.com/300x450.png?text=Film_1069
Film_1070,Drama,7.5,2018,Director_77,https://via.placeholder.com/300x450.png?text=Film_1070
Film_1071,Action,7.4,2011,Director_46,https://via.placeholder.com/300x450.png?text=Film_1071
Film_1072,Sci-Fi,8.1,1990,Director_47,https://via.placeholder.com/300x450.png?text=Film_1072
Film_1073,Horror,9.0,1994,Director_37,https://via.placeholder.com/300x450.png?text=Film_1073
Film_1074,Sci-Fi,7.4,2011,Director_91,https://via.placeholder.com/300x450.png?text=Film_1074
Film_1075,Sci-Fi,6.4,2022,Director_12,https://via.placeholder.com/300x450.png?text=Film_1075
Film_1076,Horror,5.4,2008,Director_9,https://via.placeholder.com/300x450.png?text=Film_1076
Film_1077,Romance,5.1,2010,Director_62,https://via.placeholder.com/300x450.png?text=Film_1077
Film_1078,Action,5.8,2018,Director_12,https://via.placeholder.com/300x450.png?text=Film_1078
Film_1079,Comedy,9.2,2018,Director_35,https://via.placeholder.com/300x450.png?text=Film_1079
Film_1080,Horror,7.6,2011,Director_75,https://via.placeholder.com/300x450.png?text=Film_1080
Film_1081,Drama,7.3,2015,Director_57,https://via.placeholder.com/300x450.png?text=Film_1081
Film_1082,Horror,5.5,1995,Director_63,https://via.placeholder.com/300x450.png?text=Film_1082
Film_1083,Horror,8.7,1991,Director_37,https://via.placeholder.com/300x450.png?text=Film_1083
Film_1084,Action,7.5,1995,Director_13,https://via.placeholder.com/300x450.png?text=Film_1084
Film_1085,Comedy,7.4,1990,Director_97,https://via.placeholder.com/300x450.png?text=Film_1085
Film_1086,Horror,7.1,2021,Director_16,https://via.placeholder.com/300x450.png?text=Film_1086
Film_1087,Thriller,5.8,2017,Director_45,https://via.placeholder.com/300x450.png?text=Film_1087
Film_1088,Comedy,5.1,2024,Director_48,https://via.placeholder.com/300x450.png?text=Film_1088
Film_1089,Action,8.3,1990,Director_14,https://via.placeholder.com/300x450.png?text=Film_1089
Film_1090,Comedy,8.6,2019,Director_47,https://via.placeholder.com/300x450.png?text=Film_1090
Film_1091,Drama,7.8,1990,Director_40,https://via.placeholder.com/300x450.png?text=Film_1091
Film_1092,Romance,5.3,2013,Director_60,https://via.placeholder.com/300x450.png?text=Film_1092
Film_1093,Drama,7.9,2000,Director_80,https://via.placeholder.com/300x450.png?text=Film_1093
Film_1094,Romance,9.3,2009,Director_79,https://via.placeholder.com/300x450.png?text=Film_1094
Film_1095,Horror,5.9,2013,Director_77,https://via.placeholder.com/300x450.png?text=Film_1095
Film_1096,Comedy,7.2,2015,Director_68,https://via.placeholder.com/300x450.png?text=Film_1096
Film_1097,Comedy,6.1,2015,Director_31,https://via.placeholder.com/300x450.png?text=Film_1097
Film_1098,Comedy,5.4,1994,Director_29,https://via.placeholder.com/300x450.png?text=Film_1098
Film_1099,Sci-Fi,5.2,1992,Director_41,https://via.placeholder.com/300x450.png?text=Film_1099
Film_1100,Horror,6.3,2013,Director_20,https://via.placeholder.com/300x450.png?text=Film_1100
Film_1101,Sci-Fi,8.0,2021,Director_24,https://via.placeholder.com/300x450.png?text=Film_1101
Film_1102,Action,6.5,2023,Director_63,https://via.placeholder.com/300x450.png?text=Film_1102
Film_1103,Action,5.1,2020,Director_96,https://via.placeholder.com/300x450.png?text=Film_1103
Film_1104,Action,8.0,1992,Director_73,https://via.placeholder.com/300x450.png?text=Film_1104
Film_1105,Horror,9.0,2009,Director_31,https://via.placeholder.com/300x450.png?text=Film_1105
Film_1106,Thriller,6.0,2000,Director_60,https://via.placeholder.com/300x450.png?text=Film_1106
Film_1107,Sci-Fi,7.9,2011,Director_27,https://via.placeholder.com/300x450.png?text=Film_1107
Film_1108,Sci-Fi,6.0,2006,Director_74,https://via.placeholder.com/300x450.png?text=Film_1108
Film_1109,Action,7.2,2014,Director_71,https://via.placeholder.com/300x450.png?text=Film_1109
Film_1110,Horror,8.9,2009,Director_31,https://via.placeholder.com/300x450.png?text=Film_1110
Film_1111,Romance,7.8,1999,Director_75,https://via.placeholder.com/300x450.png?text=Film_1111
Film_1112,Romance,5.1,2020,Director_97,https://via.placeholder.com/300x450.png?text=Film_1112
Film_1113,Comedy,6.3,2017,Director_79,https://via.placeholder.com/300x450.png?text=Film_1113
Film_1114,Horror,6.2,2005,Director_64,https://via.placeholder.com/300x450.png?text=Film_1114
Film_1115,Comedy,8.5,1998,Director_21,https://via.placeholder.com/300x450.png?text=Film_1115
Film_1116,Romance,7.5,2001,Director_43,https://via.placeholder.com/300x450.png?text=Film_1116
Film_1117,Action,5.6,2015,Director_39,https://via.placeholder.com/300x450.png?text=Film_1117
Film_1118,Sci-Fi,9.1,2011,Director_74,https://via.placeholder.com/300x450.png?text=Film_1118
Film_1119,Action,5.4,1997,Director_23,https://via.placeholder.com/300x450.png?text=Film_1119
Film_1120,Thriller,5.1,1995,Director_28,https://via.placeholder.com/300x450.png?text=Film_1120
Film_1121,Horror,6.9,2008,Director_33,https://via.placeholder.com/300x450.png?text=Film_1121
Film_1122,Horror,5.2,2016,Director_95,https://via.placeholder.com/300x450.png?text=Film_1122
Film_1123,Comedy,5.2,2012,Director_62,https://via.placeholder.com/300x450.png?text=Film_1123
Film_1124,Horror,6.6,1995,Director_85,https://via.placeholder.com/300x450.png?text=Film_1124
Film_1125,Action,8.5,1995,Director_76,https://via.placeholder.com/300x450.png?text=Film_1125
Film_1126,Horror,7.3,2007,Director_14,https://via.placeholder.com/300x450.png?text=Film_1126
Film_1127,Drama,7.2,1998,Director_57,https://via.placeholder.com/300x450.png?text=Film_1127
Film_1128,Horror,7.5,2003,Director_22,https://via.placeholder.com/300x450.png?text=Film_1128
Film_1129,Comedy,6.7,1998,Director_56,https://via.placeholder.com/300x450.png?text=Film_1129
Film_1130,Comedy,8.1,1990,Director_26,https://via.placeholder.com/300x450.png?text=Film_1130
Film_1131,Thriller,7.9,1999,Director_41,https://via.placeholder.com/300x450.png?text=Film_1131
Film_1132,Comedy,8.2,2008,Director_67,https://via.placeholder.com/300x450.png?text=Film_1132
Film_1133,Romance,5.8,2001,Director_94,https://via.placeholder.com/300x450.png?text=Film_1133
Film_1134,Horror,9.3,2006,Director_52,https://via.placeholder.com/300x450.png?text=Film_1134
Film_1135,Romance,5.5,2023,Director_53,https://via.placeholder.com/300x450.png?text=Film_1135
Film_1136,Comedy,7.3,1991,Director_22,https://via.placeholder.com/300x450.png?text=Film_1136
Film_1137,Drama,5.8,2009,Director_76,https://via.placeholder.com/300x450.png?text=Film_1137
Film_1138,Action,7.1,2017,Director_30,https://via.placeholder.com/300x450.png?text=Film_1138
Film_1139,Thriller,6.9,2009,Director_25,https://via.placeholder.com/300x450.png?text=Film_1139
Film_1140,Comedy,6.4,2018,Director_87,https://via.placeholder.com/300x450.png?text=Film_1140
Film_1141,Romance,6.9,2008,Director_64,https://via.placeholder.com/300x450.png?text=Film_1141
Film_1142,Action,7.8,2005,Director_91,https://via.placeholder.com/300x450.png?text=Film_1142
Film_1143,Comedy,8.5,2005,Director_31,https://via.placeholder.com/300x450.png?text=Film_1143
Film_1144,Sci-Fi,5.9,2001,Director_37,https://via.placeholder.com/300x450.png?text=Film_1144
Film_1145,Romance,5.4,2000,Director_84,https://via.placeholder.com/300x450.png?text=Film_1145
Film_1146,Thriller,6.4,2003,Director_37,https://via.placeholder.com/300x450.png?text=Film_1146
Film_1147,Action,5.2,2024,Director_49,https://via.placeholder.com/300x450.png?text=Film_1147
Film_1148,Drama,7.0,2011,Director_52,https://via.placeholder.com/300x450.png?text=Film_1148
Film_1149,Drama,5.1,2018,Director_90,https://via.placeholder.com/300x450.png?text=Film_1149
Film_1150,Comedy,5.1,2006,Director_1,https://via.placeholder.com/300x450.png?text=Film_1150
Film_1151,Romance,7.4,2023,Director_92,https://via.placeholder.com/300x450.png?text=Film_1151
Film_1152,Romance,9.2,1992,Director_66,https://via.placeholder.com/300x450.png?text=Film_1152
Film_1153,Drama,7.2,2017,Director_60,https://via.placeholder.com/300x450.png?text=Film_1153
Film_1154,Action,7.1,2020,Director_26,https://via.placeholder.com/300x450.png?text=Film_1154
Film_1155,Drama,7.8,1999,Director_6,https://via.placeholder.com/300x450.png?text=Film_1155
Film_1156,Drama,5.8,2019,Director_51,https://via.placeholder.com/300x450.png?text=Film_1156
Film_1157,Drama,7.9,2009,Director_82,https://via.placeholder.com/300x450.png?text=Film_1157
Film_1158,Comedy,6.5,2003,Director_69,https://via.placeholder.com/300x450.png?text=Film_1158
Film_1159,Comedy,6.8,2004,Director_94,https://via.placeholder.com/300x450.png?text=Film_1159
Film_1160,Comedy,8.5,2018,Director_71,https://via.placeholder.com/300x450.png?text=Film_1160
Film_1161,Sci-Fi,9.4,2005,Director_70,https://via.placeholder.com/300x450.png?text=Film_1161
Film_1162,Comedy,5.2,2003,Director_83,https://via.placeholder.com/300x450.png?text=Film_1162
Film_1163,Horror,6.5,2009,Director_12,https://via.placeholder.com/300x450.png?text=Film_1163
Film_1164,Thriller,8.7,2006,Director_68,https://via.placeholder.com/300x450.png?text=Film_1164
Film_1165,Sci-Fi,8.4,2023,Director_73,https://via.placeholder.com/300x450.png?text=Film_1165
Film_1166,Action,6.2,1996,Director_95,https://via.placeholder.com/300x450.png?text=Film_1166
Film_1167,Romance,9.3,1992,Director_100,https://via.placeholder.com/300x450.png?text=Film_1167
Film_1168,Horror,8.1,2020,Director_94,https://via.placeholder.com/300x450.png?text=Film_1168
Film_1169,Horror,9.4,2021,Director_20,https://via.placeholder.com/300x450.png?text=Film_1169
Film_1170,Romance,5.3,2012,Director_68,https://via.placeholder.com/300x450.png?text=Film_1170
Film_1171,Sci-Fi,5.5,2009,Director_53,https://via.placeholder.com/300x450.png?text=Film_1171
Film_1172,Sci-Fi,5.4,2005,Director_79,https://via.placeholder.com/300x450.png?text=Film_1172
Film_1173,Romance,9.3,1999,Director_57,https://via.placeholder.com/300x450.png?text=Film_1173
Film_1174,Comedy,8.1,2018,Director_12,https://via.placeholder.com/300x450.png?text=Film_1174
Film_1175,Horror,9.1,1991,Director_4,https://via.placeholder.com/300x450.png?text=Film_1175
Film_1176,Sci-Fi,7.3,1993,Director_90,https://via.placeholder.com/300x450.png?text=Film_1176
Film_1177,Horror,7.6,1998,Director_95,https://via.placeholder.com/300x450.png?text=Film_1177
Film_1178,Drama,9.4,2021,Director_96,https://via.placeholder.com/300x450.png?text=Film_1178
Film_1179,Romance,6.7,2000,Director_65,https://via.placeholder.com/300x450.png?text=Film_1179
Film_1180,Sci-Fi,7.0,2023,Director_100,https://via.placeholder.com/300x450.png?text=Film_1180
Film_1181,Action,9.5,2007,Director_17,https://via.placeholder.com/300x450.png?text=Film_1181
Film_1182,Drama,6.9,1998,Director_21,https://via.placeholder.com/300x450.png?text=Film_1182
Film_1183,Action,5.9,2013,Director_39,https://via.placeholder.com/300x450.png?text=Film_1183
Film_1184,Drama,7.3,2019,Director_18,https://via.placeholder.com/300x450.png?text=Film_1184
Film_1185,Action,8.4,2006,Director_64,https://via.placeholder.com/300x450.png?text=Film_1185
Film_1186,Sci-Fi,7.2,2006,Director_92,https://via.placeholder.com/300x450.png?text=Film_1186
Film_1187,Horror,6.6,2010,Director_23,https://via.placeholder.com/300x450.png?text=Film_1187
Film_1188,Horror,8.3,2014,Director_24,https://via.placeholder.com/300x450.png?text=Film_1188
Film_1189,Romance,7.3,2003,Director_5,https://via.placeholder.com/300x450.png?text=Film_1189
Film_1190,Thriller,9.1,1998,Director_48,https://via.placeholder.com/300x450.png?text=Film_1190
Film_1191,Comedy,5.6,2022,Director_72,https://via.placeholder.com/300x450.png?text=Film_1191
Film_1192,Horror,5.5,2023,Director_92,https://via.placeholder.com/300x450.png?text=Film_1192
Film_1193,Horror,9.2,2019,Director_94,https://via.placeholder.com/300x450.png?text=Film_1193
Film_1194,Romance,6.2,2004,Director_38,https://via.placeholder.com/300x450.png?text=Film_1194
Film_1195,Thriller,7.0,2010,Director_98,https://via.placeholder.com/300x450.png?text=Film_1195
Film_1196,Action,9.3,1994,Director_35,https://via.placeholder.com/300x450.png?text=Film_1196
Film_1197,Action,5.5,2007,Director_40,https://via.placeholder.com/300x450.png?text=Film_1197
Film_1198,Drama,9.2,2003,Director_74,https://via.placeholder.com/300x450.png?text=Film_1198
Film_1199,Sci-Fi,5.2,2004,Director_15,https://via.placeholder.com/300x450.png?text=Film_1199
Film_1200,Action,9.4,2016,Director_26,https://via.placeholder.com/300x450.png?text=Film_1200
Film_1201,Horror,6.5,1997,Director_90,https://via.placeholder.com/300x450.png?text=Film_1201
Film_1202,Horror,9.2,2006,Director_34,https://via.placeholder.com/300x450.png?text=Film_1202
Film_1203,Drama,7.3,1995,Director_84,https://via.placeholder.com/300x450.png?text=Film_1203
Film_1204,Comedy,6.6,2004,Director_17,https://via.placeholder.com/300x450.png?text=Film_1204
Film_1205,Romance,6.5,2023,Director_78,https://via.placeholder.com/300x450.png?text=Film_1205
Film_1206,Sci-Fi,5.9,1997,Director_75,https://via.placeholder.com/300x450.png?text=Film_1206
Film_1207,Comedy,8.9,2011,Director_23,https://via.placeholder.com/300x450.png?text=Film_1207
Film_1208,Drama,8.3,2009,Director_33,https://via.placeholder.com/300x450.png?text=Film_1208
Film_1209,Comedy,5.9,2017,Director_85,https://via.placeholder.com/300x450.png?text=Film_1209
Film_1210,Romance,6.7,2000,Director_98,https://via.placeholder.com/300x450.png?text=Film_1210
Film_1211,Drama,5.1,2004,Director_40,https://via.placeholder.com/300x450.png?text=Film_1211
Film_1212,Action,8.1,2016,Director_92,https://via.placeholder.com/300x450.png?text=Film_1212
